MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtHalfBath,FullBath,HalfBath,Functional,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SalePrice,TotalSF,SalePrice_log
60,RL,99.0,12099,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2004,BrkFace,388.0,PConc,Av,GLQ,970,Unf,0,166,1136,2468,0,2,1,Typ,BuiltIn,Fin,3,Y,184,154,0,0,6,2007,354000,3604,12.777055016970678
60,RL,86.0,10380,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,1986,BrkFace,172.0,CBlock,Gd,LwQ,28,ALQ,1474,0,1502,2730,0,2,1,Typ,Attchd,Fin,2,Y,201,96,0,0,8,2007,301000,4232,12.614868865984631
20,RM,49.0,5820,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1955,None,0.0,CBlock,No,ALQ,256,Unf,0,906,1162,1163,0,1,0,Typ,Attchd,Unf,1,Y,142,98,0,0,7,2006,126175,2325,11.745433036677353
80,RL,96.0,11275,Reg,Lvl,Corner,Gtl,NAmes,PosN,1Fam,SLvl,1967,BrkFace,300.0,CBlock,No,Unf,0,Unf,0,710,710,2978,0,2,1,Typ,BuiltIn,Fin,2,Y,240,0,0,0,6,2010,242000,3688,12.396697137361691
45,RM,50.0,5000,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,1Fam,1.5Unf,1941,None,0.0,CBlock,Av,BLQ,116,Unf,0,604,720,803,0,1,0,Typ,Detchd,Unf,2,Y,0,0,244,0,12,2007,87000,1523,11.373674891823535
120,RL,32.0,10846,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,1993,None,0.0,PConc,Gd,GLQ,1619,Unf,0,100,1719,1719,0,1,1,Typ,Attchd,Fin,2,Y,122,30,0,0,5,2008,324000,3438,12.688501881189456
20,RL,80.0,11600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1960,BrkFace,175.0,CBlock,No,Rec,565,Unf,0,818,1383,1383,0,1,1,Typ,Attchd,RFn,1,Y,0,45,0,0,4,2006,145250,2766,11.886218559372042
75,RL,57.509803921568626,11888,IR1,Bnk,Inside,Gtl,BrkSide,PosN,1Fam,2.5Unf,1916,None,0.0,BrkTil,No,Unf,0,Unf,0,844,844,2134,0,2,0,Typ,Detchd,Unf,2,Y,0,60,268,0,7,2009,214500,2978,12.276069679344003
70,RM,60.0,6402,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,2Story,1920,None,0.0,PConc,Mn,Unf,0,Unf,0,596,596,1192,0,1,0,Typ,Detchd,Unf,1,N,0,0,137,0,7,2009,78000,1788,11.264476926102367
90,RL,76.46236559139786,10624,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,1964,BrkFace,84.0,CBlock,No,GLQ,40,Rec,264,1424,1728,1728,1,2,0,Typ,Detchd,Unf,1,Y,155,0,0,0,11,2007,119000,3456,11.686887175419702
20,RL,70.0,8176,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1958,None,0.0,CBlock,No,Rec,846,Unf,0,210,1056,1056,0,1,0,Typ,Attchd,RFn,1,Y,0,0,0,0,8,2007,139000,2112,11.842236406331555
20,RL,85.0,10655,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,2003,BrkFace,296.0,PConc,No,GLQ,1124,None,479,1603,3206,1629,0,2,0,Typ,Attchd,RFn,3,Y,0,0,0,0,10,2009,284000,4835,12.556733038263905
120,RM,59.0,8198,Reg,Lvl,FR3,Gtl,NridgHt,Norm,TwnhsE,1Story,2004,Stone,146.0,PConc,Av,GLQ,720,Unf,0,638,1358,1358,0,2,0,Typ,Attchd,RFn,2,Y,192,30,0,0,7,2008,207000,2716,12.240478903153711
60,RL,59.0,9042,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,1998,None,0.0,PConc,Gd,GLQ,828,Unf,0,115,943,1638,0,2,1,Typ,Attchd,Fin,2,Y,100,38,0,0,7,2008,192000,2581,12.165255859329688
190,RL,80.13333333333334,164660,IR1,HLS,Corner,Sev,Timber,Norm,2fmCon,1.5Fin,1965,None,0.0,CBlock,Gd,ALQ,1249,BLQ,147,103,1499,1786,0,2,0,Typ,Attchd,Fin,2,Y,670,0,0,0,8,2008,228950,3285,12.34126328584159
20,RL,86.0,14157,IR1,HLS,Corner,Gtl,StoneBr,Norm,1Fam,1Story,2005,Stone,200.0,PConc,Gd,GLQ,1249,Unf,0,673,1922,1922,0,2,0,Typ,Attchd,Fin,3,Y,178,51,0,0,7,2007,377426,3844,12.841132451487937
20,RL,70.0,9135,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2002,BrkFace,113.0,PConc,Av,GLQ,810,Unf,0,726,1536,1536,0,2,0,Typ,Attchd,RFn,2,Y,192,74,0,0,12,2008,214000,3072,12.273735966890268
20,RL,91.0,14145,Reg,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,1984,None,0.0,CBlock,Mn,ALQ,213,Unf,0,995,1208,1621,0,2,0,Typ,Attchd,RFn,2,Y,108,45,0,0,5,2006,202500,2829,12.218500103788143
20,RL,66.0,12400,IR1,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,1958,BrkFace,176.0,CBlock,No,Rec,585,Unf,0,630,1215,1215,0,1,0,Typ,Attchd,Unf,1,Y,0,0,0,234,6,2009,155000,2430,11.951186847493476
60,RL,85.0,14191,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,2002,None,0.0,PConc,No,Unf,0,Unf,0,967,967,1908,0,2,1,Typ,Attchd,Fin,2,Y,135,0,0,0,4,2010,202900,2875,12.220473454337986
20,RH,60.0,8400,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,1Fam,1Story,1950,None,0.0,CBlock,No,Unf,0,Unf,0,721,721,841,0,1,0,Typ,CarPort,Unf,1,N,250,0,24,0,9,2009,82000,1562,11.314486721293981
90,RL,76.46236559139786,8544,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,1949,BrkFace,340.0,Slab,None,None,0,None,0,0,0,1040,0,2,0,Typ,Detchd,Unf,2,Y,0,0,0,0,5,2006,87500,1040,11.37940550085183
120,RL,63.0,8849,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,2005,BrkFace,616.0,PConc,No,GLQ,28,Unf,0,1656,1684,1684,0,2,0,Typ,Attchd,RFn,2,Y,495,72,0,0,7,2008,266000,3368,12.491255347155265
160,RM,36.0,2592,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,1976,None,0.0,CBlock,No,Rec,129,BLQ,232,175,536,1112,0,1,1,Typ,Attchd,Unf,1,Y,182,0,0,0,4,2010,85000,1648,11.350418300109132
50,RL,65.0,6435,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,1939,None,0.0,BrkTil,No,Unf,0,Unf,0,972,972,1577,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,10,2006,140200,2549,11.850832386224807
20,RL,76.46236559139786,12772,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,1960,None,0.0,CBlock,Mn,BLQ,498,Unf,0,460,958,958,0,1,0,Typ,Attchd,RFn,1,Y,0,0,0,0,4,2007,151500,1916,11.928347504569842
20,RL,76.46236559139786,17600,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1960,BrkFace,30.0,CBlock,No,BLQ,1270,Unf,0,208,1478,1478,0,2,0,Typ,Attchd,Unf,2,Y,0,40,0,0,12,2009,157500,2956,11.967187086434018
160,RL,36.0,2448,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,2003,Stone,106.0,PConc,No,GLQ,573,Unf,0,191,764,1626,0,2,1,Typ,BuiltIn,RFn,2,Y,0,27,0,0,10,2008,154000,2390,11.944714374881176
60,RL,56.0,20431,IR2,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2005,BrkFace,870.0,PConc,No,GLQ,1410,Unf,0,438,1848,2728,0,2,1,Typ,Attchd,Fin,3,Y,0,0,0,0,4,2006,437154,4576,12.988043102265232
120,RL,68.0,7820,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,2007,BrkFace,362.0,PConc,No,Unf,0,Unf,0,1869,1869,1869,0,2,0,Typ,Attchd,RFn,2,Y,210,54,0,0,12,2007,318061,3738,12.670001611311875
120,RL,83.46153846153847,5271,IR1,Low,Inside,Mod,ClearCr,Norm,1Fam,1Story,1986,None,0.0,PConc,Gd,GLQ,1082,Unf,0,371,1453,1453,0,1,1,Typ,Attchd,RFn,2,Y,0,80,0,184,12,2006,190000,2906,12.154784614286667
50,RL,60.0,9084,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,1941,None,0.0,CBlock,Mn,LwQ,236,Rec,380,0,616,1111,1,1,0,Typ,Detchd,Unf,1,Y,48,0,0,0,3,2008,95000,1727,11.461642696843066
30,RM,60.0,8520,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1928,None,0.0,BrkTil,No,Unf,0,Unf,0,624,624,720,0,1,0,Typ,Detchd,Unf,2,Y,106,0,0,0,5,2010,105900,1344,11.570259974415547
50,RL,60.0,8400,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,1940,None,0.0,CBlock,No,LwQ,388,Unf,0,552,940,1595,0,1,0,Typ,Attchd,Unf,1,Y,0,0,108,0,6,2006,140000,2535,11.849404844423074
20,RL,105.0,11249,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1995,None,0.0,PConc,No,ALQ,334,BLQ,544,322,1200,1200,0,2,0,Typ,Attchd,RFn,2,Y,0,26,0,0,8,2007,177500,2400,12.086731521684555
20,RL,79.87755102040816,9248,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,1992,BrkFace,106.0,PConc,No,GLQ,560,Unf,0,598,1158,1167,0,2,0,Typ,Attchd,RFn,2,Y,120,26,0,0,7,2009,173000,2325,12.06105265381003
120,RM,44.0,4224,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,1Story,1976,None,0.0,PConc,No,ALQ,874,Unf,0,268,1142,1142,0,1,1,Typ,Attchd,Fin,2,Y,536,90,0,0,8,2007,134000,2284,11.80560254159177
80,RL,92.0,6930,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,1958,BrkFace,120.0,CBlock,Av,BLQ,300,Rec,294,468,1062,1352,1,1,0,Min2,BuiltIn,Unf,1,Y,168,0,294,0,7,2006,130000,2414,11.775297421715827
60,RL,78.0,12011,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,1998,BrkFace,530.0,PConc,Av,GLQ,956,Unf,0,130,1086,1924,0,2,1,Typ,Attchd,RFn,2,Y,208,75,0,374,6,2006,280000,3010,12.54254845357358
85,RL,70.08333333333333,7540,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SFoyer,1978,None,0.0,CBlock,Av,GLQ,773,Unf,0,115,888,912,0,1,0,Typ,Attchd,RFn,2,Y,0,0,0,192,6,2007,156000,1800,11.957617696467539
50,RL,57.509803921568626,9144,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,1940,None,0.0,CBlock,No,Rec,399,Unf,0,484,883,1505,0,1,0,Typ,Detchd,Unf,1,N,0,0,0,0,7,2008,145000,2388,11.884495917930655
85,RL,64.0,7301,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,SFoyer,2003,BrkFace,500.0,Slab,None,None,0,None,0,0,0,1922,0,3,0,Typ,BuiltIn,RFn,2,Y,0,0,177,0,7,2009,198500,1922,12.198549416880068
160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,1972,BrkFace,510.0,CBlock,No,ALQ,162,Unf,0,321,483,987,0,1,1,Typ,Detchd,Unf,1,Y,250,0,0,0,5,2009,118000,1470,11.678448377988165
60,RL,81.28888888888889,18800,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,2Story,1976,BrkFace,120.0,PConc,Mn,GLQ,712,Unf,0,84,796,1574,0,2,1,Typ,Attchd,Fin,2,Y,306,111,0,0,7,2006,190000,2370,12.154784614286667
70,RM,59.0,10690,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,1920,None,0.0,CBlock,No,Rec,456,Unf,0,216,672,1344,0,1,0,Typ,Detchd,Unf,1,Y,0,128,218,0,7,2009,147000,2016,11.898194668458823
20,RL,76.46236559139786,9500,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1963,BrkFace,247.0,CBlock,No,BLQ,609,Unf,0,785,1394,1394,0,1,1,Typ,Attchd,RFn,2,Y,0,76,0,185,7,2009,159000,2788,11.976665770490767
80,RL,101.0,9150,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,1962,BrkFace,305.0,CBlock,Gd,GLQ,371,Unf,0,728,1099,1431,1,1,0,Typ,Basment,RFn,1,Y,64,110,0,0,12,2008,165000,2530,12.013706813470414
20,RL,78.0,7800,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1954,BrkFace,200.0,PConc,No,LwQ,540,Unf,0,728,1268,1268,0,1,0,Typ,Attchd,Fin,1,Y,0,98,0,0,3,2010,132000,2536,11.790564777297387
20,RL,76.46236559139786,9830,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1959,None,0.0,CBlock,No,ALQ,72,Rec,258,733,1063,1287,0,1,0,Typ,Detchd,Fin,2,Y,364,17,0,182,3,2010,162000,2350,11.995357787034976
60,RL,79.87755102040816,8121,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2000,None,0.0,PConc,No,Unf,0,Unf,0,953,953,1664,0,2,1,Typ,Attchd,RFn,2,Y,100,40,0,0,1,2006,172400,2617,12.057578437658945
50,RL,80.0,17120,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,1Fam,1.5Fin,1959,None,0.0,CBlock,None,None,0,None,0,0,0,1588,0,2,0,Min2,Detchd,Fin,2,N,0,59,0,0,7,2008,134432,1588,11.808821212646512
120,RL,50.0,7175,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,1984,None,0.0,CBlock,No,ALQ,623,LwQ,121,0,744,752,0,1,0,Typ,Attchd,Unf,1,Y,353,0,0,90,2,2010,125000,1496,11.736077016252437
20,RL,79.0,10634,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1953,None,0.0,PConc,No,BLQ,428,LwQ,180,0,608,1319,0,1,0,Min2,Attchd,Unf,1,Y,66,0,0,0,11,2009,123000,1927,11.719947764402807
60,RL,65.0,8200,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2003,None,0.0,PConc,No,Unf,0,Unf,0,847,847,1928,0,2,1,Typ,BuiltIn,Fin,2,Y,100,48,0,0,7,2007,219500,2775,12.299112067295642
30,RL,68.21739130434783,10020,IR1,Low,Inside,Sev,Edwards,Norm,1Fam,1Story,1922,None,0.0,BrkTil,Gd,BLQ,350,Unf,0,333,683,904,0,0,1,Maj1,None,None,0,Y,0,0,0,0,3,2009,61000,1587,11.0186455364637
85,RL,57.0,8846,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,SFoyer,1996,None,0.0,PConc,Av,GLQ,298,Unf,0,572,870,914,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,7,2006,148000,1784,11.904974309480183
60,FV,102.0,11143,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,2004,None,0.0,PConc,No,Unf,0,Unf,0,1580,1580,2466,0,3,0,Typ,Attchd,RFn,2,Y,159,214,0,0,12,2007,340000,4046,12.73670383776449
20,RL,88.0,11394,Reg,Lvl,Corner,Gtl,StoneBr,Norm,1Fam,1Story,2010,Stone,350.0,PConc,Av,GLQ,1445,Unf,0,411,1856,1856,0,1,1,Typ,Attchd,Fin,3,Y,113,0,0,0,6,2010,394432,3712,12.885204569609956
60,RL,60.0,8123,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,2000,BrkFace,16.0,PConc,No,Unf,0,Unf,0,982,982,1800,0,2,1,Typ,Attchd,Fin,2,Y,100,63,0,0,6,2009,179000,2782,12.095146671399466
50,RL,50.0,5000,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,1924,None,0.0,BrkTil,No,LwQ,218,Unf,0,808,1026,1691,0,2,0,Typ,Detchd,Unf,1,Y,0,0,242,0,5,2010,127000,2717,11.751950239425476
20,FV,60.0,7200,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,2006,None,0.0,PConc,No,Unf,0,Unf,0,1293,1293,1301,0,2,0,Typ,Attchd,RFn,2,Y,216,121,0,0,8,2006,187750,2594,12.142871895843887
60,RL,79.0,9245,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2006,None,0.0,PConc,Av,Unf,0,Unf,0,939,939,1797,0,2,1,Typ,Attchd,RFn,2,Y,144,53,0,0,4,2007,213500,2736,12.271396795480596
45,RH,60.0,9000,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1.5Unf,1928,None,0.0,BrkTil,No,Unf,0,Unf,0,784,784,784,0,1,0,Typ,Detchd,Unf,2,N,0,0,91,0,10,2009,76000,1568,11.23850177707664
60,RL,83.46153846153847,53107,IR2,Low,Corner,Mod,ClearCr,Feedr,1Fam,2Story,1992,None,0.0,PConc,Av,GLQ,985,Unf,0,595,1580,1953,0,2,1,Typ,Attchd,Fin,2,Y,216,231,0,0,6,2007,240000,3533,12.388398368982115
120,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,2004,BrkFace,16.0,PConc,No,GLQ,24,Unf,0,1232,1256,1269,0,2,0,Typ,Attchd,Fin,2,Y,146,20,0,144,4,2010,192000,2525,12.165255859329688
50,RL,58.0,8410,Reg,Lvl,FR2,Gtl,Edwards,Feedr,1Fam,1.5Fin,1910,None,0.0,PConc,No,Unf,0,Unf,0,658,658,1184,0,1,0,Typ,None,None,0,N,0,151,0,0,5,2006,81000,1842,11.302216779257382
80,RL,72.0,7200,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,1976,BrkFace,255.0,CBlock,Av,ALQ,631,Unf,0,410,1041,1125,0,1,0,Typ,Detchd,Unf,1,Y,296,0,0,0,10,2009,125000,2166,11.736077016252437
20,RL,93.0,9382,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,1999,BrkFace,125.0,PConc,No,Unf,0,Unf,0,1468,1468,1479,0,2,0,Typ,Attchd,RFn,2,Y,120,25,0,0,7,2008,191000,2947,12.160033942617156
60,RL,96.0,12474,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2007,Stone,272.0,PConc,Av,GLQ,1280,Unf,0,402,1682,2332,0,2,1,Typ,BuiltIn,Fin,3,Y,196,134,0,0,8,2008,426000,4014,12.962196972666593
50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,1900,None,0.0,BrkTil,No,Rec,241,BLQ,391,229,861,1367,0,1,0,Typ,Detchd,Unf,1,Y,0,130,112,0,4,2008,119000,2228,11.686887175419702
60,RL,71.0,12209,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,2Story,2001,None,0.0,PConc,No,ALQ,690,Unf,0,114,804,1961,0,2,1,Typ,BuiltIn,Fin,2,Y,125,192,0,0,6,2009,215000,2765,12.278397958261774
20,RL,76.46236559139786,8339,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1959,None,0.0,Slab,None,None,0,None,0,0,0,882,0,1,0,Typ,Attchd,RFn,1,Y,0,0,0,0,7,2007,106500,882,11.575909653758895
30,RL,57.509803921568626,7446,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,1941,None,0.0,CBlock,No,Rec,266,Unf,0,522,788,788,0,1,0,Typ,None,None,0,Y,0,0,0,0,4,2006,100000,1576,11.51293546492023
50,RL,60.0,10134,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,1940,None,0.0,CBlock,No,Unf,0,Unf,0,735,735,1034,0,1,0,Typ,Detchd,Unf,1,Y,0,39,0,0,7,2007,109000,1769,11.599112335481124
20,RL,68.0,9571,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,1956,None,0.0,CBlock,Av,BLQ,739,Unf,0,405,1144,1144,0,1,0,Typ,Attchd,Unf,1,Y,44,0,0,0,6,2010,129000,2288,11.767575435251748
20,RL,60.0,7200,Reg,Low,Inside,Gtl,CollgCr,Norm,1Fam,1Story,1972,None,0.0,CBlock,Av,Rec,777,Unf,0,117,894,894,0,1,0,Typ,Detchd,RFn,2,Y,215,0,0,0,9,2009,123000,1788,11.719947764402807
60,RL,69.0,7590,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,1962,BrkFace,288.0,CBlock,No,ALQ,540,Unf,0,324,864,1812,0,2,0,Typ,Attchd,RFn,1,Y,0,168,0,0,7,2007,169500,2676,12.040614105490253
30,RM,60.0,8967,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,1920,None,0.0,BrkTil,No,Unf,0,Unf,0,961,961,1077,0,1,0,Maj2,Detchd,Unf,1,N,0,0,0,0,11,2007,67000,2038,11.112462823634855
60,FV,65.0,8125,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,2006,Stone,100.0,PConc,No,GLQ,812,Unf,0,280,1092,1550,0,2,0,Typ,Attchd,Fin,2,Y,0,168,0,0,10,2009,241000,2642,12.392556361841777
120,RL,38.0,14963,IR2,Lvl,Inside,Gtl,Veenker,Norm,TwnhsE,1Story,1996,None,0.0,PConc,No,GLQ,786,Unf,0,474,1260,1288,0,1,1,Typ,Attchd,Fin,2,Y,120,30,0,224,12,2008,245500,2548,12.411056299528171
20,RL,65.0,8767,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2005,None,0.0,PConc,Av,GLQ,24,Unf,0,1286,1310,1310,0,2,0,Typ,Attchd,Fin,2,Y,0,0,0,0,7,2006,164990,2620,12.013646205940514
30,RL,60.0,10200,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1940,None,0.0,PConc,No,Unf,0,Unf,0,672,672,672,0,1,0,Typ,Detchd,Unf,1,N,168,0,0,0,8,2008,108000,1344,11.58989576532275
60,RL,93.0,12090,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,1998,BrkFace,650.0,PConc,No,Unf,0,Unf,0,1141,1141,2263,0,2,1,Typ,BuiltIn,Fin,2,Y,144,123,0,0,7,2006,258000,3404,12.460718739865236
60,RL,79.87755102040816,10364,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,1995,None,0.0,PConc,No,Unf,0,Unf,0,806,806,1572,0,2,1,Typ,BuiltIn,Fin,2,Y,0,40,0,0,5,2007,168000,2378,12.031725210748633
20,RL,74.4375,9991,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,1976,None,0.0,CBlock,No,BLQ,1116,Unf,0,165,1281,1620,0,2,0,Min1,Attchd,Unf,2,Y,120,78,0,0,6,2009,150000,2901,11.918397239722838
50,RL,51.0,10480,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,1936,None,0.0,BrkTil,No,Unf,0,Unf,0,1064,1064,1639,0,1,0,Maj2,Detchd,Unf,1,Y,0,0,0,0,3,2008,115000,2230,11.652696102959753
70,RL,63.0,15576,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,1915,None,0.0,BrkTil,No,Unf,0,Unf,0,840,840,1680,0,2,0,Typ,Attchd,Unf,1,Y,0,0,160,0,3,2008,177000,2520,12.083910661257521
60,RL,109.0,14154,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,2006,BrkFace,350.0,PConc,No,Unf,0,Unf,0,1063,1063,2172,0,2,1,Typ,Attchd,RFn,3,Y,192,62,0,0,8,2007,280000,3235,12.54254845357358
60,FV,85.0,10800,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,2007,Stone,100.0,PConc,No,GLQ,789,Unf,0,245,1034,2078,0,2,1,Typ,Attchd,Fin,3,Y,0,102,0,0,4,2008,339750,3112,12.73596827534975
20,RL,68.0,9571,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,1958,None,0.0,CBlock,No,Unf,0,Unf,0,1276,1276,1276,0,1,0,Mod,Attchd,Unf,1,Y,0,0,0,0,6,2009,60000,2552,11.002116507732017
190,RL,100.0,34650,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,1955,None,0.0,CBlock,Mn,Rec,1056,Unf,0,0,1056,1056,0,1,0,Typ,Attchd,Fin,2,Y,264,0,0,0,1,2006,145000,2112,11.884495917930655
20,FV,64.66666666666667,4403,IR2,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,2009,Stone,432.0,PConc,Av,GLQ,578,Unf,0,892,1470,1478,0,2,1,Typ,Attchd,Fin,2,Y,0,144,0,0,6,2010,222000,2948,12.310437165348775
30,RM,56.0,8960,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,1927,None,0.0,CBlock,No,Unf,0,Unf,0,1008,1008,1028,0,1,0,Typ,Detchd,Unf,2,Y,0,0,130,0,3,2010,115000,2036,11.652696102959753
60,RL,59.0,11228,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,1993,None,0.0,PConc,No,BLQ,50,GLQ,531,499,1080,2097,1,2,1,Typ,Attchd,Unf,3,Y,196,187,0,0,12,2008,228000,3177,12.337105293891872
20,RL,73.0,8899,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,2007,None,0.0,PConc,Av,GLQ,24,Unf,0,1316,1340,1340,0,2,0,Typ,Attchd,Fin,2,Y,100,30,0,0,8,2007,181134,2680,12.106997888588934
60,RL,74.0,7844,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,1978,BrkFace,203.0,CBlock,No,ALQ,209,Unf,0,463,672,1400,0,1,1,Typ,Attchd,Fin,2,Y,0,0,0,0,3,2006,149500,2072,11.915058360753719
70,RL,86.0,22420,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,1918,None,0.0,BrkTil,No,BLQ,1128,Unf,0,242,1370,2624,0,2,1,Typ,Detchd,Unf,3,N,0,0,0,0,11,2007,239000,3994,12.384223015005313
50,RL,60.0,8160,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,1940,None,0.0,BrkTil,No,ALQ,312,Unf,0,444,756,1134,0,1,1,Typ,Detchd,Unf,1,P,0,0,0,0,4,2007,126000,1890,11.744045122410057
